rank,gid,role,priority_score,why
1,100000003115284100,coordinator,1.0,"координатор (уверенность 0.87); деньги 4 seed доходят за ≤2 перевода; вход 2.2 млн ₸ от 8, выход 517 тыс ₸ на 2; 99% ушло за ≤2 дня; до 7 плательщиков в один день; на 2 циклах возврата. Гипотеза для проверки, не вывод о виновности."
2,100000004015047100,consolidator,0.9588,"точка консолидации (уверенность 0.90); деньги 4 seed доходят за ≤2 перевода; вход 919 тыс ₸ от 9, выход 69 тыс ₸ на 1; 64% ушло за ≤2 дня; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
3,100000008165763100,coordinator,0.9508,"координатор (уверенность 0.88); деньги 3 seed доходят за ≤2 перевода; вход 1.2 млн ₸ от 15, выход 1.3 млн ₸ на 17; 68% ушло за ≤2 дня; до 4 плательщиков в один день. Гипотеза для проверки, не вывод о виновности."
4,100000000331309100,distributor,0.9097,"распределитель (уверенность 0.98); деньги 3 seed доходят за ≤2 перевода; вход 985 тыс ₸ от 5, выход 23.0 млн ₸ на 99; до 3 плательщиков в один день; на 32 циклах возврата. Гипотеза для проверки, не вывод о виновности."
5,100000007908818100,coordinator,0.908,"координатор (уверенность 0.74); деньги 4 seed доходят за ≤2 перевода; вход 727 тыс ₸ от 4, выход 302 тыс ₸ на 6. Гипотеза для проверки, не вывод о виновности."
6,100000006889963100,coordinator,0.9008,"координатор (уверенность 0.74); деньги 4 seed доходят за ≤2 перевода; вход 1.4 млн ₸ от 4, выход 443 тыс ₸ на 1; 100% ушло за ≤2 дня; до 4 плательщиков в один день. Гипотеза для проверки, не вывод о виновности."
7,100000005514161100,consolidator,0.8847,"точка консолидации (уверенность 0.74); деньги 4 seed доходят за ≤2 перевода; вход 402 тыс ₸ от 4, выход 50 тыс ₸ на 1. Гипотеза для проверки, не вывод о виновности."
8,100000002398779100,consolidator,0.8825,"точка консолидации (уверенность 0.99); деньги 2 seed доходят за ≤2 перевода; вход 1.1 млн ₸ от 13, выход 66 тыс ₸ на 1; 100% ушло за ≤2 дня; до 7 плательщиков в один день. Гипотеза для проверки, не вывод о виновности."
9,100000003404627100,consolidator,0.8551,"точка консолидации (уверенность 0.77); деньги 4 seed доходят за ≤2 перевода; вход 878 тыс ₸ от 4, выход 0 ₸ на 0; до 3 плательщиков в один день. Гипотеза для проверки, не вывод о виновности."
10,100000004156082100,distributor,0.8465,"распределитель (уверенность 0.76); деньги 3 seed доходят за ≤2 перевода; вход 377 тыс ₸ от 5, выход 2.3 млн ₸ на 26; 96% ушло за ≤2 дня; на 11 циклах возврата. Гипотеза для проверки, не вывод о виновности."
11,100000003701161100,consolidator,0.8256,"точка консолидации (уверенность 0.72); деньги 2 seed доходят за ≤2 перевода; вход 1.5 млн ₸ от 4, выход 349 тыс ₸ на 3; 100% ушло за ≤2 дня; на 4 циклах возврата. Гипотеза для проверки, не вывод о виновности."
12,100000008477350100,distributor,0.8189,"распределитель (уверенность 0.82); деньги 2 seed доходят за ≤2 перевода; вход 610 тыс ₸ от 11, выход 3.4 млн ₸ на 39; 57% ушло за ≤2 дня; на 464 циклах возврата. Гипотеза для проверки, не вывод о виновности."
13,100000002838861100,consolidator,0.8148,"точка консолидации (уверенность 0.79); деньги 2 seed доходят за ≤2 перевода; вход 555 тыс ₸ от 5, выход 10 тыс ₸ на 1; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
14,100000004400305100,distributor,0.8074,"распределитель (уверенность 0.95); деньги 2 seed доходят за ≤2 перевода; вход 223 тыс ₸ от 7, выход 5.8 млн ₸ на 82; 79% ушло за ≤2 дня; на 545 циклах возврата. Гипотеза для проверки, не вывод о виновности."
15,100000002578405100,distributor,0.7986,"распределитель (уверенность 1.00); деньги 1 seed доходят за ≤2 перевода; вход 1.2 млн ₸ от 2, выход 3.1 млн ₸ на 116; 67% ушло за ≤2 дня; на 2 циклах возврата. Гипотеза для проверки, не вывод о виновности."
16,100000008603629100,distributor,0.7944,"распределитель (уверенность 0.89); деньги 1 seed доходят за ≤2 перевода; вход 1.8 млн ₸ от 19, выход 5.0 млн ₸ на 61; 99% ушло за ≤2 дня; до 4 плательщиков в один день; на 762 циклах возврата. Гипотеза для проверки, не вывод о виновности."
17,100000002939838100,coordinator,0.791,"координатор (уверенность 0.66); деньги 4 seed доходят за ≤2 перевода; вход 571 тыс ₸ от 3, выход 0 ₸ на 0. Гипотеза для проверки, не вывод о виновности."
18,100000004299488100,consolidator,0.7863,"точка консолидации (уверенность 0.79); деньги 1 seed доходят за ≤2 перевода; вход 1.7 млн ₸ от 6, выход 345 тыс ₸ на 2; 94% ушло за ≤2 дня; до 3 плательщиков в один день; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
19,100000001899164100,consolidator,0.7827,"точка консолидации (уверенность 0.71); деньги 2 seed доходят за ≤2 перевода; вход 292 тыс ₸ от 4, выход 76 тыс ₸ на 3; на 2 циклах возврата. Гипотеза для проверки, не вывод о виновности."
20,100000001072022100,coordinator,0.7764,"координатор (уверенность 0.67); деньги 3 seed доходят за ≤2 перевода; вход 1.7 млн ₸ от 3, выход 0 ₸ на 0. Гипотеза для проверки, не вывод о виновности."
21,100000004159526100,consolidator,0.775,"точка консолидации (уверенность 0.72); деньги 2 seed доходят за ≤2 перевода; вход 275 тыс ₸ от 4, выход 68 тыс ₸ на 4; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
22,100000008346837100,distributor,0.7745,"распределитель (уверенность 0.75); деньги 2 seed доходят за ≤2 перевода; вход 254 тыс ₸ от 9, выход 1.3 млн ₸ на 25; 85% ушло за ≤2 дня; до 4 плательщиков в один день; на 111 циклах возврата. Гипотеза для проверки, не вывод о виновности."
23,100000003635170100,transit,0.7743,"транзит (уверенность 0.96); деньги 2 seed доходят за ≤2 перевода; вход 268 тыс ₸ от 3, выход 254 тыс ₸ на 4; 100% ушло за ≤2 дня; на 2 циклах возврата. Гипотеза для проверки, не вывод о виновности."
24,100000007055802100,consolidator,0.7715,"точка консолидации (уверенность 0.77); деньги 1 seed доходят за ≤2 перевода; вход 2.0 млн ₸ от 6, выход 605 тыс ₸ на 1; 100% ушло за ≤2 дня; до 4 плательщиков в один день; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
25,100000000437046100,distributor,0.7713,"распределитель (уверенность 0.83); деньги 1 seed доходят за ≤2 перевода; вход 1.1 млн ₸ от 9, выход 7.6 млн ₸ на 42; 87% ушло за ≤2 дня; до 3 плательщиков в один день; на 472 циклах возврата. Гипотеза для проверки, не вывод о виновности."
26,100000006972210100,coordinator,0.7711,"координатор (уверенность 0.66); деньги 4 seed доходят за ≤2 перевода; вход 489 тыс ₸ от 3, выход 0 ₸ на 0. Гипотеза для проверки, не вывод о виновности."
27,100000002894076100,coordinator,0.7707,"координатор (уверенность 0.72); деньги 3 seed доходят за ≤2 перевода; вход 1.1 млн ₸ от 4, выход 0 ₸ на 0; до 3 плательщиков в один день. Гипотеза для проверки, не вывод о виновности."
28,100000006518161100,transit,0.7702,"транзит (уверенность 0.91); деньги 2 seed доходят за ≤2 перевода; вход 594 тыс ₸ от 3, выход 596 тыс ₸ на 2; 71% ушло за ≤2 дня; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
29,100000004759121100,consolidator,0.769,"точка консолидации (уверенность 0.74); деньги 1 seed доходят за ≤2 перевода; вход 710 тыс ₸ от 6, выход 312 тыс ₸ на 2; 52% ушло за ≤2 дня; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
30,100000004071080100,consolidator,0.768,"точка консолидации (уверенность 0.87); деньги 1 seed доходят за ≤2 перевода; вход 239 тыс ₸ от 9, выход 46 тыс ₸ на 2; 87% ушло за ≤2 дня; на 1 циклах возврата. Гипотеза для проверки, не вывод о виновности."
